Position,Location,Gender,Education,Experience (Years),Salary
Cisco Networking,Kolkata,Female,B.Tech/B.E.,9,1681.247
Cyber Security,Pune,Female,B.Tech/B.E.,14,1140.093
Mainframe Support,Nagpur,Male,B.Com,6,891.252
Cloud Security,Bengaluru,Male,B.Sc,13,2275.801
"Distributed sup eng, Infrastructure Lead",Lucknow,Male,B.Com,16,1117.506
C++,Pune,Female,B.Com,18,1231.252
Big Data with GCP,Faridabad,Male,B.Tech/B.E.,17,1617.498
Ab initio,New Delhi,Female,BCA,27,1267.963
Salesfoce Developer,Pune,Male,B.Tech/B.E.,5,545.824
Database Administrator,New Delhi,Male,B.Tech/B.E.,12,1140.706
Mainframe Support,Bengaluru,Male,B.Tech/B.E.,17,2214.908
SAP ATTP,Dehradun,Male,B.Com,10,1001.925
Cyber Security,New Delhi,Male,B.Tech/B.E.,11,920.366
IOS Developer,New Delhi,Male,B.Tech/B.E.,25,1266.125
Mainframe Nasco,Chennai,Female,B.Com,16,2445.97
Ab intio,New Delhi,Female,B.Com,13,1626.079
Mainframe Support,Bengaluru,Female,B.Tech/B.E.,21,783.638
Mainframe Nasco,Jalgaon,Female,BCA,28,1813.088
Product Operations L2- SAAS,Bengaluru,Male,B.Tech/B.E.,10,2456.194
BMC Control,Pune,Female,B.B.A/ B.M.S,16,829.0
Cyber Security,Pune,Male,B.Com,25,1480.034
Ab intio,Mumbai,Female,B.Sc,16,1550.088
AML Triage Analyst,Ghaziabad,Male,B.Tech/B.E.,12,2041.136
Salesfoce Developer,New Delhi,Male,BCA,9,1890.016
Database Administrator,Pune,Female,B.Tech/B.E.,17,667.491
Liferay,Chennai,Male,B.B.A/ B.M.S,27,1087.184
Liferay,Gurugram,Male,B.Tech/B.E.,6,1222.639
API Connect,Hyderabad,Female,B.Tech/B.E.,24,871.746
IBM API,Pune,Male,B.Sc,7,832.819
Data Engineer GCP,Pune,Male,BCA,22,2233.202
Liferay,Chennai,Male,B.Tech/B.E.,14,865.304
Salesforce architect,Chennai,Female,B.Sc,7,1078.847
Salesfoce Developer,Chennai,Male,B.Tech/B.E.,27,1273.625
Salesfoce Developer,Bengaluru,Male,B.Tech/B.E.,24,2368.018
Salesfoce Developer,Pune,Male,BCA,14,1315.505
Salesfoce Developer,Pune,Male,B.Sc,7,848.045
Salesfoce Developer,Mumbai,Male,B.Tech/B.E.,22,1648.354
Salesfoce Developer,Pune,Female,BCA,12,1374.541
Liferay,New Delhi,Male,B.Tech/B.E.,19,815.821
IBM API Connect,Noida,Female,B.Com,28,1304.618
Salesfoce Developer,Ahemdabad - Gujarat,Male,B.Tech/B.E.,6,2220.932
Salesforce architect,Noida,Female,B.Tech/B.E.,13,1530.459
IBM API Connect,Noida,Male,B.Com,25,1706.836
Liferay,Patna,Male,B.Sc,18,786.346
Mainframe Support,Bengaluru,Male,B.Sc,22,2266.581
Liferay,Lucknow,Female,B.Tech/B.E.,28,1760.952
Salesforce Consultant,Mumbai,Male,Diploma,13,2151.825
Cyber Security,Noida,Female,BCA,21,774.434
AML Triage Analyst,Ghaziabad,Female,B.Tech/B.E.,8,1505.688
AWS Cloud Engineer,Pune,Female,BCA,15,2223.507
Nomad Developer,Navi Mumbai,Male,BCA,25,1667.539
DI Eclipse Architect,Noida,Female,B.Tech/B.E.,7,853.342
Production Support,Pune,Male,B.Sc,28,540.198
Nomad Developer,Nagpur,Male,B.Sc,14,2366.812
Salesforce architect,Hyderabad,Female,Diploma,17,1951.104
Computer Vision,Noida,Male,B.Tech/B.E.,21,2180.381
C++,Chennai,Male,B.B.A/ B.M.S,25,1663.898
IBM API Connect,New Delhi,Male,B.Sc,8,621.861
Senior WordPress Expert and Full Stack Developer,Visakhapatnam,Male,B.Tech/B.E.,22,1944.845
Nomad Developer,Bengaluru,Male,B.A,7,1410.576
Salesforce architect,Bengaluru,Male,B.Com,27,922.7
UI/UX Designer+Figma,Hyderabad,Female,B.Tech/B.E.,15,2402.895
Scrum master,Noida,Female,B.Tech/B.E.,19,1973.006
Cyber Security,Gurugram,Female,B.Sc,6,731.083
Salesforce architect,"Fazilka , Punjab - Punjab",Male,B.A,28,1617.368
Salesforce,Coimbatore,Male,B.Sc,7,1293.698
Salesforce,Indore,Female,BCA,25,1088.889
"DI Eclipse Architect, Senior Product Architect",Hyderabad,Male,B.Tech/B.E.,16,1667.284
Cyber Security,Noida,Female,B.Tech/B.E.,5,1384.699
Nomad Developer,"Cuttack, Odisha - Odisha",Female,B.Tech/B.E.,24,792.551
"Security Engineer-ISAM, Senior Technical Lead",New Delhi,Female,B.Sc,9,1205.516
UI/UX Designer+Figma,Hyderabad,Male,B.Tech/B.E.,28,2002.798
Workday Techno Functional,Kanpur,Female,B.Com,6,1082.934
Cyber Security,Navi Mumbai,Male,BCA,27,911.708
Sr. Technical Lead  Azure Cloud & DevOps,Bhubaneswar,Male,B.Sc,16,1400.83
Legal Operations,New Delhi,Male,B.Sc,21,2158.654
"Principal Software Engineer, BNY Mellon London",Pune,Male,B.Tech/B.E.,22,1668.021
Database Administrator,Chennai,Male,B.Tech/B.E.,23,2098.302
Mainframe,Ayodhya - Uttar Pradesh,Female,B.Com,18,1789.196
"Application Support- Oracle,SQL",Hyderabad,Male,B.Tech/B.E.,7,2233.848
Integration Engineer,Hubli,Female,BCA,6,1030.361
Maths Teacher,Gurugram,Male,B.Tech/B.E.,23,1497.399
PHP Developer,Mumbai,Male,B.A,23,1928.294
UI/UX Designer+Figma,Patna,Female,Diploma,9,827.038
Oracle Fusion EBS,Pune,Female,B.Tech/B.E.,11,1835.412
Python Fullstack Engineer,Pune,Male,B.Com,5,1848.415
Linux Administrator,Hyderabad,Female,B.Com,23,1982.643
Enterprise Architect,Nagaur,Male,B.A,19,2481.789
"Java, Python, NodeJS, ESQL, C and C++",New Delhi,Male,B.Com,5,783.001
UI Developer,Lucknow,Female,B.A,12,1592.404
UI/UX Designer+Figma,Noida,Female,B.Tech/B.E.,5,938.069
Azure Data,Chennai,Male,B.Com,5,1236.312
Linux OS &amp; Server configuration &amp; management,New Delhi,Male,B.Tech/B.E.,12,1539.465
Azure Data,Kaithal,Female,B.Tech/B.E.,10,901.516
PHP Developer,Bengaluru,Female,B.Sc,6,2314.546
Oracle Fusion EBS,New Delhi,Female,B.Tech/B.E.,26,1853.829
"DI Eclipse Architect, Solution Architect",Hyderabad,Male,Diploma,7,1421.635
Sap ATTP,New Delhi,Female,BCA,8,559.201
Test Engineer,Mumbai Suburban,Female,B.Tech/B.E.,21,1453.543
UI/UX Designer+Figma,Hyderabad,Male,B.Tech/B.E.,9,2298.306
Mainframe,New Delhi,Female,B.Tech/B.E.,28,1967.957
Selenium Python,Kolkata,Male,B.Com,12,2426.437
(JAVA/J2EE).,Bengaluru,Female,B.A,17,819.915
Data Engineer,Noida,Male,B.Com,20,1607.644
UI Developer,Noida,Female,B.Com,28,678.907
Test Engineer,Coimbatore,Male,B.B.A/ B.M.S,24,660.886
Azure virtual,Mumbai,Male,B.A,5,1355.043
"Cyber Security, IT Security Architect",Gurugram,Female,BCA,8,505.85
NDP Design Chassis,Noida,Female,B.A,16,1523.058
UI/UI/UX Designer,Ghaziabad,Male,B.Tech/B.E.,7,1320.873
UI/UX Designer+Figma,Bhatkal,Female,B.Tech/B.E.,11,1832.815
"Risk and portfolio, Vice President - Revenue Analytics & Strategy",Noida,Female,B.A,16,1220.906
Production Support,Chennai,Female,B.B.A/ B.M.S,13,973.826
"Credit risk strategy and fraud
analytics",Noida,Male,Diploma,21,1432.062
MS Dynamics 365,Pune,Male,B.Tech/B.E.,18,1446.602
Cyber Security,Prayagraj,Male,B.Tech/B.E.,26,2150.503
API Connect,Bengaluru,Male,B.Tech/B.E.,23,1733.738
DI Eclipse Architect,Gurugram,Male,B.Tech/B.E.,16,1969.649
UI/UX Designer,New Delhi,Male,B.A,19,2040.864
Mainframe Support,Pune,Male,B.Tech/B.E.,6,1059.635
Production Support,New Delhi,Female,B.Com,26,2196.916
Selenium Python,Noida,Male,B.Sc,19,727.552
PHP Developer,Not Mentioned,Male,Diploma,26,2213.511
UI Developer,Kochi,Male,B.Com,8,1403.856
UI/UX Designer + Figma,Chandigarh,Male,B.Sc,22,2069.192
aPI Connect,Chennai,Male,Diploma,28,2341.136
Golang,Noida,Female,B.Tech/B.E.,22,2117.777
Risk and Portfolio,Gurugram,Male,B.Tech/B.E.,18,1499.488
Database administraor,Amritsar,Male,Diploma,25,2264.048
Test Engineer,Jalgaon,Male,B.Tech/B.E.,9,661.197
"DI Eclipse Architect, Architect Engineering Manager,",Kolhapur,Female,B.A,9,998.775
PHP Developer,Ranchi,Male,B.Sc,11,1080.513
Cyber Security,Bengaluru,Male,B.Tech/B.E.,28,2228.331
Cyber Security,Warangal,Female,B.Tech/B.E.,24,1690.608
Devops architect,Pune,Male,Diploma,19,1018.431
UI Developers,Hyderabad,Male,B.Tech/B.E.,18,1182.535
IBM Datapower,Gurugram,Male,B.Tech/B.E.,24,1670.559
Data engineer-GCP,Bengaluru,Female,B.A,23,1135.898
c++,Noida,Male,BCA,19,2318.338
Cyber Security,Lucknow,Female,B.B.A/ B.M.S,25,2486.222
Salesforce,Faridabad,Male,B.Tech/B.E.,21,904.15
"DI Eclipse Architect, Platform Architect,",Guwahati,Male,B.Com,14,609.567
Selenium Python,Kanpur,Male,B.Tech/B.E.,23,1546.506
Cyber Security,Bengaluru,Female,B.A,10,930.627
GCP Admin,Noida,Female,B.Sc,5,1120.739
UI Developers,Diva - Maharashtra,Male,B.Tech/B.E.,23,945.845
UI/UX Designer+Fixma,Gurugram,Male,B.Sc,26,1301.004
Salesforce,Kolkata,Female,B.Sc,9,2200.589
Risk and portfolio,Kolkata,Male,B.Tech/B.E.,20,1437.586
Risk and portfolio,New Delhi,Female,B.Tech/B.E.,28,1215.903
Risk and portfolio,Bengaluru,Male,B.Tech/B.E.,15,2454.51
Risk and portfolio,Noida,Female,B.Sc,18,2064.428
Risk and portfolio,New Delhi,Female,B.Tech/B.E.,27,1646.395
Data Engineer,Kolkata,Male,B.A,19,552.283
Data Engineer,Pune,Male,B.Tech/B.E.,6,2164.614
Data Engineer,New Delhi,Male,BCA,7,998.968
Data Engineer,New Delhi,Male,B.A,25,626.007
Data Engineer,New Delhi,Male,B.Com,14,583.668
Data Engineer,Pune,Male,B.Com,26,1583.942
Data Engineer,Noida,Male,BCA,10,1667.492
Data Engineer,Kolkata,Male,B.Tech/B.E.,9,1332.783
Data Engineer,Jaipur,Male,B.Tech/B.E.,27,2121.294
Data Engineer,Kolkata,Female,B.Tech/B.E.,15,1724.814
Data Engineer,Indore,Male,B.Tech/B.E.,23,1271.486
Data Engineer,Bengaluru,Female,B.Tech/B.E.,26,1878.086
Mainframe Support,Hyderabad,Female,B.Tech/B.E.,27,2266.394
java Architect,Noida,Male,B.A,15,1675.722
Salesforce,Bilaspur,Female,B.Tech/B.E.,6,940.804
C++,New Delhi,Female,B.Tech/B.E.,24,1462.454
"DI Eclipse Architect, Assistant Vice President",Pune,Male,B.Tech/B.E.,20,1917.027
Cyber Security,New Delhi,Male,B.Tech/B.E.,9,1120.459
IBM DATA POWER,Noida,Female,B.Tech/B.E.,23,1817.613
Catia BIW,Hyderabad,Male,B.Sc,24,957.797
NDP Design Chassis,"Mumbai, Maharashtra, pune - Maharashtra",Male,B.Sc,28,2247.731
Catia BIW,Kolkata,Female,B.Tech/B.E.,10,694.563
C++,Navi Mumbai,Female,B.Tech/B.E.,13,1055.91
UI/UI/UX Designer,New Delhi,Male,B.Sc,19,1950.27
Performance Architect,Guwahati,Male,B.Com,5,2089.54
Mainframe lead,Bengaluru,Male,B.Tech/B.E.,11,1365.695
PHP Developer,Bengaluru,Male,B.Tech/B.E.,24,2440.802
Risk and portfolio,Chennai,Female,B.A,16,2445.425
C++,Bengaluru,Female,B.Tech/B.E.,8,2327.135
Linux Administrator,Gurugram,Male,B.Tech/B.E.,24,1918.934
Database Administra,New Delhi,Female,B.Tech/B.E.,21,640.205
Risk and portfolio,Kolkata,Male,B.A,28,1925.033
Senior Architect,Pune,Female,B.Tech/B.E.,12,602.021
Data Engineer Spark,New Delhi,Male,B.A,24,2236.084
Performance testing,New Delhi,Female,BCA,6,1915.809
C++,New Delhi,Male,B.Com,11,1026.297
Python Fullstack Enginee,Nagpur,Female,B.Tech/B.E.,16,2467.973
Python Fullstack Enginee,Noida,Female,B.Sc,15,1105.444
Python Fullstack Enginee,Mumbai,Female,B.Tech/B.E.,15,2025.067
Python Fullstack Enginee,New Delhi,Male,B.A,24,760.8
Python Fullstack Enginee,Tiruchirapalli,Female,B.Tech/B.E.,19,1690.209
Python Fullstack Enginee,Mumbai,Female,B.Tech/B.E.,11,2056.16
Python with Technical Writer,New Delhi,Female,B.Com,19,657.309
Python with Technical Writer,Pune,Female,B.Sc,21,2344.205
Python Backend Developer(Pro),Bengaluru,Female,B.Com,21,1362.144
Python Backend Developer(Pro),Pune,Male,B.Tech/B.E.,16,1477.504
Python Backend Developer(Pro),Pune,Female,BCA,10,887.179
Python Backend Developer(Pro),Hyderabad,Female,B.Sc,15,1799.364
Product Manager,"Mumbai, Maharashtra, pune - Maharashtra",Male,BCA,14,508.853
Oracle EBS Analyst,Kolkata,Male,B.Sc,12,988.882
Oracle EBS Analyst,Navi Mumbai,Female,B.Tech/B.E.,25,2101.242
Data Engineer,New Delhi,Male,B.Sc,27,768.083
Oracle Fusion EBS,Guwahati,Male,B.Tech/B.E.,13,774.414
Sr Servicenow Developer,Bengaluru,Male,BCA,25,732.803
Oracle Fusion EBS,Bengaluru,Male,BCA,11,539.041
Oracle Fusion EBS,New Delhi,Male,B.Sc,6,1064.876
Lead Data Engineer,Bengaluru,Male,B.Tech/B.E.,22,866.979
Oracle Fusion EBS,Gurugram,Male,B.Tech/B.E.,13,881.486
Product Manager,New Delhi,Male,Diploma,20,1215.622
Salesforce Lead,Kolkata,Male,B.A,16,2051.059
Salesforce,Pune,Male,B.Sc,8,1199.944
Liferay Lead,New Delhi,Male,B.Sc,27,1344.492
Catia BIW,New Delhi,Male,B.Sc,11,1179.201
Selenium Python,Nagpur,Male,BCA,24,525.921
C++ Lead,Noida,Female,B.B.A/ B.M.S,7,2335.134
Liferay Lead,New Delhi,Male,B.Tech/B.E.,27,700.289
Verilog,Mumbai,Female,BCA,20,2396.943
Salesforce Technical Lead,New Delhi,Male,B.Sc,23,621.281
Verilog,Pune,Female,Diploma,15,697.094
Java with Flowable,Bengaluru,Female,BCA,5,2165.978
"Global Technical Lead(C++,Linux)",Pune,Female,B.Tech/B.E.,25,1697.558
Salesforce,Pune,Male,B.A,27,1866.711
C++ Lead,Noida,Female,B.Tech/B.E.,15,972.754
Maths Teacher,Bengaluru,Male,B.Tech/B.E.,12,2153.497
PHP Developer,Noida,Male,B.Tech/B.E.,22,2419.501
Python Fullstack Developer,Dindigul,Female,B.Tech/B.E.,17,2299.164
Product Manager,Noida,Male,B.Tech/B.E.,22,2154.487
UI/UI/UX Designer,"Mumbai, Maharashtra - Maharashtra",Female,B.Tech/B.E.,13,1835.062
Salesforce,Bengaluru,Female,B.Tech/B.E.,21,2239.497
Verilog,Siliguri,Male,B.Tech/B.E.,24,1048.25
C++ Lead,Kolkata,Female,B.Sc,11,1930.077
Verilog,Hyderabad,Male,B.Sc,13,673.033
Lead Data Engineer,Bengaluru,Male,B.Sc,8,2405.617
PHP Developer,Mumbai,Male,B.A,6,1667.708
Verilog,New Delhi,Male,B.Com,20,2187.525
PHP Developer,New Delhi,Male,B.Com,18,1176.167
Verilog,New Delhi,Male,B.Com,22,670.027
Verilog,Noida,Female,B.Sc,19,630.291
Selenium/Python,Hyderabad,Male,B.Com,19,1086.893
Selenium/Python,Gurugram,Female,B.Tech/B.E.,16,934.07
Selenium/Python,"Noida, Delhi - Uttar Pradesh",Male,B.Tech/B.E.,19,598.389
Maths Teacher,Bengaluru,Male,B.Tech/B.E.,21,2086.95
Verilog,Pune,Male,B.Com,5,2057.428
Verilog,Mumbai,Female,B.B.A/ B.M.S,19,684.22
Salesforce,Bengaluru,Male,B.Sc,13,1758.673
Verilog,Noida,Female,B.Tech/B.E.,25,1715.837
Data Engineer,Noida,Male,Diploma,15,1739.362
Maths Teacher,Noida,Female,B.B.A/ B.M.S,26,2126.651
Python Fullstack Developer,Pune,Male,BCA,26,1407.672
Data Engineer,Noida,Male,B.Sc,13,1353.672
Salesforce,New Delhi,Male,B.Tech/B.E.,19,521.938
Data Engineer,Navi Mumbai and pune - Maharashtra,Male,B.Com,27,1591.522
c++,Bengaluru,Male,B.Tech/B.E.,28,1091.487
RPA Developer,Lucknow,Female,B.Com,23,1686.109
C++,Noida,Male,B.A,27,1844.095
Salesforce,Bengaluru,Female,B.Tech/B.E.,17,1010.637
C++ Lead,New Delhi,Male,B.Sc,14,2260.331
"Java with Flowable, Senior Software Engineer",Chennai,Female,B.Tech/B.E.,16,571.462
Data Engineer,Jamshedpur,Male,B.Sc,9,1146.524
Catia BIW,Pune,Male,B.Com,21,1405.866
Maths Teacher,"New Delhi, Delhi, NOIDA, Pune - Delhi",Male,B.Com,26,1630.844
"Prinicipal Data Eng, Principal Consultant",Bengaluru,Female,B.Tech/B.E.,12,904.409
Cuda Developer,Bengaluru,Male,B.Sc,17,1791.491
Catia BIW,Chennai,Female,B.Tech/B.E.,11,1560.6
"Data Engineer, Data Engineer",Pune,Male,B.Sc,5,737.081
c++,Bengaluru,Female,BCA,28,2441.433
Cuda Developer,Chennai,Male,B.Sc,9,1474.519
Data Engineer,Noida,Male,B.Tech/B.E.,20,1233.84
Lead Product Design,Mumbai,Male,B.Tech/B.E.,26,1675.169
PHP Developer,New Delhi,Male,Diploma,10,1759.718
"Python,Software Development",Visakhapatnam,Female,B.Tech/B.E.,9,1826.388
Cuda Developer,Mohali,Female,BCA,8,1356.833
Cuda Developer,Bengaluru,Female,B.Tech/B.E.,5,2278.015
Cuda Developer,Kolkata,Male,B.A,24,602.398
Cuda Developer,Bengaluru,Female,B.Tech/B.E.,19,2258.673
Cuda Developer,Kanpur,Male,B.Tech/B.E.,20,1953.402
Cuda Developer,Bengaluru,Female,B.A,12,1841.279
Cuda Developer,Gurugram,Male,B.Com,26,953.751
Cuda Developer,Lucknow,Female,B.Com,6,1674.327
Cuda Developer,Gurugram,Male,B.A,26,2467.974
Cuda Developer,Nagpur,Male,BCA,14,2112.424
Cuda Developer,Bengaluru,Female,B.Com,21,774.539
Cuda Developer,Nagpur,Female,B.B.A/ B.M.S,28,733.622
"Snowflake Data Engi, ETL Lead",Pune,Female,B.Tech/B.E.,7,1196.184
Workday Integration,New Delhi,Male,B.Com,7,787.955
Workday Integration,New Delhi,Female,B.Tech/B.E.,28,686.336
Workday Integration,Mumbai,Male,B.A,22,948.666
Workday Integration,Noida,Male,B.Sc,26,1739.556
Workday Integration,Noida,Female,B.Tech/B.E.,21,1333.391
Workday Integration,Patna,Male,B.Sc,22,1806.692
Workday Integration,Bengaluru,Male,B.Com,8,2450.049
Supply chain,Kurnool,Male,B.Sc,15,1171.134
Data Engineer,Hyderabad,Female,B.Tech/B.E.,22,1768.111
NPD interior trim design,Hyderabad,Male,B.Tech/B.E.,5,1594.977
Cuda Developer,Noida,Male,B.Tech/B.E.,12,2392.658
Snowflake Data Engineering,Noida,Male,B.Sc,23,1780.192
Python,Noida,Male,B.Tech/B.E.,14,837.603
RPA Developed Interviewer,Dehli - Delhi,Female,B.A,21,2120.861
RPA Developed Interviewer,Hyderabad,Male,B.Tech/B.E.,18,506.31
"UI/UX Designer+Figma,",Dhanbad,Male,BCA,6,955.084
Cuda Developer,New Delhi,Female,B.A,24,1419.496
Supply Chain,Bengaluru,Female,B.Com,21,721.677
Supply Chain,Pune,Male,B.Com,9,1464.913
PHP Developer,New Delhi,Male,BCA,15,1475.949
Java with Flowable,Bengaluru,Male,B.Tech/B.E.,24,980.348
PHP Developer,Ghaziabad,Male,B.Tech/B.E.,18,2415.675
DI Eclipse Architect,Mohali,Female,B.Tech/B.E.,21,1370.405
"Workday Integration,",Faridabad,Female,B.Tech/B.E.,15,923.242
"DI Eclipse Architect,AWS Cloud Architect",New Delhi,Male,B.Tech/B.E.,8,1896.868
Supply Chain,Hyderabad,Male,B.Tech/B.E.,18,2199.944
RPA Developed Interviewer,Noida,Male,B.A,17,1510.05
RPA Developed Interviewer,Chennai,Male,B.Tech/B.E.,27,2180.826
"Prinicipal Data Eng, Senior Data Engineer",New Delhi,Male,B.Tech/B.E.,12,785.304
Data Engineer,New Delhi,Male,B.Tech/B.E.,24,1330.931
UI with angular,Dehradun,Male,B.Tech/B.E.,12,2058.452
product Manager,Bengaluru,Male,B.Tech/B.E.,19,1630.7
C++,Noida,Male,BCA,20,2112.176
Data Engineer,New Delhi,Female,B.Sc,16,1847.978
PRODUCT MANAGEMENT AND DEVELOPMENT,Kolkata,Female,B.Sc,28,2356.906
Python,Erode,Male,B.Tech/B.E.,26,1907.728
Product manager -AI,New Delhi,Female,B.Tech/B.E.,8,1840.141
Lead Data Architect,New Delhi,Male,B.Sc,16,1070.453
Snowflake technical architect,New Delhi,Male,B.Com,19,2188.302
Cuda Developer,Kolkata,Female,B.Tech/B.E.,5,508.4
Snowflake Data Engi,New Delhi,Female,B.Tech/B.E.,20,1400.65
Supply Chain,New Delhi,Female,B.A,22,598.429
"UiPath, Process Automate, Win Automation, Cicero, and AA (Automation Anywhere), C#.Net, VB.NET, Asp.net, Ajax, Visual Studio. Net, SQL server and SSIS, Web services, Ado.net, Big Bucket, VSS, TFS and SVN",Noida,Male,B.Tech/B.E.,26,1697.068
"UiPath, Power Automate, SQL, Alteryx, Power Shell, Power BI, Excel (VBA), VB.NET, Python, Tableau, MS Access, DevOps",New Delhi,Male,B.Tech/B.E.,22,734.428
"Automation Anywhere, Document Automation, IQ BOT and AARI, Power Automate, .Net, SQL and Python",New Delhi,Male,B.Tech/B.E.,19,575.947
"C#, ASP.Net, ADO.Net,PHP, Automation Anywhere, UiPath (Trained) ,BluePrism (Knowledge), HTML, CSS, Microsoft .Net, SQL Server 2008, Microsoft Visio, Snagit and Lucid chart,visio,Jira,SericeNow",New Delhi,Male,B.Tech/B.E.,19,1369.913
"UiPath, Word, Excel, Web Applications, MS SQL Server, Citrix Application, Rumba Mainframe application, Oracle Database, Tableau Desktop, .NET 2.0, Visual Studio .NET, ADO.NET",Mumbai,Female,B.A,24,547.923
"Automation Anywhere, UiPath, Work Fusion, Kryon:, Soft motives, Python, Data Extraction, Azure Boards Implementation, PowerBI developer",New Delhi,Female,B.Tech/B.E.,13,1876.843
"Snowflake Data Engi, Data Integration Engineer",Chennai,Female,B.A,17,2416.848
"Snowflake Data Engi, Data Integration Engineer",New Delhi,Male,BCA,19,1758.883
"Java with Golang, Technical Architect",Hyderabad,Male,B.Com,8,890.995
"Product Manager, Manager of Product Management",Hyderabad,Female,B.Tech/B.E.,23,1927.86
"Product Manager, Product Lead",Hyderabad,Male,B.Sc,9,832.326
Product Manager,New Delhi,Male,B.Tech/B.E.,28,699.838
Product Manager,Pune,Male,B.A,11,714.087
Product Manager,Bengaluru,Male,B.Tech/B.E.,10,836.03
"RPA Developer, RPA Senior Solution Architect",New Delhi,Male,B.Tech/B.E.,15,1629.339
Snowflake Data Engi,Bengaluru,Male,B.Com,22,1651.912
Snowflake Data Engi,New Delhi,Male,B.Sc,14,2320.212
Snowflake Data Engi,Kolkata,Male,B.Com,14,1678.6
Product Manager,New Delhi,Female,B.Tech/B.E.,15,2371.16
Product Manager,Meerut,Male,BCA,14,1953.125
"Product Manager,",New Delhi,Female,B.Sc,20,2140.115
PHP Developer,Kolkata,Male,BCA,6,514.782
"Product Manager, Product Owner",New Delhi,Female,B.Sc,28,2013.173
c++,Pune,Male,B.Tech/B.E.,11,1600.081
c++,Noida,Female,B.Sc,8,594.966
"Performance Testing, Performance Test Lead,",New Delhi,Male,B.Tech/B.E.,21,1944.405
Data Engineer,Bhubaneswar,Female,BCA,19,748.255
Snowflake Data Engineer,New Delhi,Female,BCA,27,2463.775
React Native Architect,New Delhi,Male,B.Sc,22,1839.42
PHP Developer,Noida,Male,B.Tech/B.E.,21,1993.953
Prinicipal Data Eng,Hyderabad,Male,B.Tech/B.E.,18,1817.837
Supply Chain,Chennai,Male,Diploma,12,1037.615
Cuda Developer,Rudrpur - Uttarakhand,Male,B.A,6,1864.438
Linux Administrator,Kolkata,Male,B.Sc,9,1997.315
Supply Chain,Bengaluru,Female,B.Sc,20,916.893
Supply Chain,Bengaluru,Male,B.Sc,9,1440.02
Supply Chain,Hyderabad,Male,BCA,15,1932.356
Supply Chain,Bengaluru,Male,B.B.A/ B.M.S,17,835.038
Service Operations Manager,Noida,Female,B.Tech/B.E.,15,1044.824
Data Engineer,Mumbai,Male,BCA,28,2320.837
Product Manager,New Delhi,Female,B.Sc,9,1843.388
Solution architect,Mumbai,Male,Diploma,28,2342.053
Linux Administrator,Gurugram,Male,BCA,12,2488.313
C++,Pune,Female,B.Tech/B.E.,22,2397.173
Java with Flowable,Mumbai,Male,B.A,20,1404.817
Imanage Support,New Delhi,Female,B.Tech/B.E.,11,1303.309
Selenium Python,Hyderabad,Male,B.Tech/B.E.,18,561.137
C++,New Delhi,Female,B.Tech/B.E.,16,1157.365
"NPD Design-Chassis, Engineering Head",Gurugram,Male,B.Tech/B.E.,16,2264.279
Product Manager,Kanpur,Female,B.Tech/B.E.,7,1397.422
Selenium Python,Noida,Female,B.Tech/B.E.,25,1773.008
Distributed sup eng,New Delhi,Female,B.Tech/B.E.,12,1263.405
c++,Dehradun,Female,B.Tech/B.E.,14,1965.133
Supply Chain,New Delhi,Male,B.Sc,15,1907.372
Product Manager,New Delhi,Male,B.Sc,25,560.879
c++,Pune,Female,B.Sc,15,908.825
Cuda Developer,Noida,Male,B.A,22,2337.671
Cuda Developer,Bengaluru,Male,B.Com,24,1161.91
UI/UI/UX Designer,New Delhi,Female,B.Com,6,571.618
Java with Flowable,Pune,Female,B.Com,19,851.556
PHP Developer,Hyderabad,Male,B.Sc,26,2353.035
Maths Teacher,Pune,Male,B.Com,21,2392.767
Data Bricks engineer,New Delhi,Female,B.Tech/B.E.,25,565.251
Java with flowable,New Delhi,Male,B.Tech/B.E.,27,845.061
Supply Chain,Kolkata,Male,B.Tech/B.E.,12,2460.228
Supply Chain,Pune,Female,B.Com,25,1174.159
Maths Teacher,Nagpur,Male,B.B.A/ B.M.S,13,1829.322
Maths Teacher,Bengaluru,Female,B.Sc,13,1902.445
Maths Teacher,Lucknow,Female,B.Tech/B.E.,8,1606.299
Maths Teacher,Pune,Female,Diploma,27,1250.181
Maths Teacher,Faridabad,Male,B.B.A/ B.M.S,24,1045.874
Java with Flowable,New Delhi,Male,BCA,24,1927.009
Selenium Python,Pune,Male,B.Sc,20,946.711
Java with Flowable,New Delhi,Female,B.Tech/B.E.,9,1671.6
AWS CLOUD &amp; DEVOPS ENGINEER,Bengaluru,Male,B.Com,19,1719.693
Supply chain,Dehradun,Male,B.Tech/B.E.,5,1682.532
Snowflake Data Engi,New Delhi,Male,B.Com,16,706.548
Linux Administrator,Chennai,Male,B.A,19,2375.547
JAva with Flowable,New Delhi,Male,B.Tech/B.E.,6,817.578
Cloud Engeener,Bengaluru,Male,B.Sc,22,2117.153
lead Consultant -power BI,Jalgaon,Male,B.Tech/B.E.,20,613.319
UI Lead,Bengaluru,Female,B.Sc,6,853.405
Sr.Colud Data Engineer,Pune,Female,B.Com,23,699.339
Performance Testing,Pune,Male,B.Com,24,835.797
Senior Identity Engineer,Ghaziabad,Male,B.Tech/B.E.,7,1618.818
Data Engineering,New Delhi,Male,B.Sc,24,818.813
Maths Teacher,Bengaluru,Male,B.Tech/B.E.,15,850.537
